EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
424847,HOPKINS CO.,WHITE PLAINS,1/30/2013,127,Thunderstorm Wind,52, ,0,0,2000,0,KY,CST-6,EG,70738,C,107,PAH,0,0,Trained Spotter, , , ,0,NW,0,NW,WHITE PLAINS,1/30/2013,127,37.18,-87.38,37.18,-87.38,Medium size tree limbs were blown down. A trained spotter estimated winds gusted to 60 mph.,"A line of thunderstorms intensified as it moved east from Missouri. The storms increased as they moved into slightly more unstable air associated with a strengthening low level jet. The storms were aided by the approach of a strong upper level trough. Despite weak instability, winds of 90 knots in the lowest 3 kilometers coupled with extreme shear values resulted in damaging winds and isolated tornadoes with the strongest storms. Ahead of the thunderstorms, strong southerly gradient winds gusted up to 45 mph, mainly along and southeast of a line from Owensboro to Murray.",11
427868,CHRISTIAN CO.,HERNDON,1/30/2013,134,Thunderstorm Wind,91, ,0,0,200000,0,KY,CST-6,EG,70738,C,47,PAH,0,0,NWS Storm Survey, , , ,1,E,4,E,HERNDON,1/30/2013,138,36.73,-87.561,36.73,-87.4978,"Peak winds were estimated near 105 mph. A 300-yard wide swath of damage included an empty grain bin that was blown approximately 150 feet. There was also a collapsed machine shed. A repair shop was unroofed, and several other barns and shops were partially unroofed. Dozens of trees were uprooted.","A line of thunderstorms intensified as it moved east from Missouri. The storms increased as they moved into slightly more unstable air associated with a strengthening low level jet. The storms were aided by the approach of a strong upper level trough. Despite weak instability, winds of 90 knots in the lowest 3 kilometers coupled with extreme shear values resulted in damaging winds and isolated tornadoes with the strongest storms. Ahead of the thunderstorms, strong southerly gradient winds gusted up to 45 mph, mainly along and southeast of a line from Owensboro to Murray.",12
427866,CHRISTIAN CO.,HERNDON,1/30/2013,135,Thunderstorm Wind,87, ,0,0,250000,0,KY,CST-6,EG,70738,C,47,PAH,0,0,NWS Storm Survey, , , ,4,S,9,E,HERNDON,1/30/2013,139,36.6721,-87.57,36.73,-87.4075,Several barns were levelled or heavily damaged. Center pivot irrigation equipment was overturned. Several homes received shingle and siding damage. Fifteen power poles were snapped along U.S. Highway 41A. Dozens of trees were uprooted. A semi-trailer rig was overturned along Interstate 24 near mile marker 89. The entire community of Pembroke was without power. There was considerable debris along Highway 115. The swath of damage from this downburst averaged one mile wide.,"A line of thunderstorms intensified as it moved east from Missouri. The storms increased as they moved into slightly more unstable air associated with a strengthening low level jet. The storms were aided by the approach of a strong upper level trough. Despite weak instability, winds of 90 knots in the lowest 3 kilometers coupled with extreme shear values resulted in damaging winds and isolated tornadoes with the strongest storms. Ahead of the thunderstorms, strong southerly gradient winds gusted up to 45 mph, mainly along and southeast of a line from Owensboro to Murray.",13
427869,CHRISTIAN CO.,HOPKINSVILLE,1/30/2013,141,Thunderstorm Wind,83, ,0,0,50000,0,KY,CST-6,EG,70738,C,47,PAH,0,0,NWS Storm Survey, , , ,4,E,8,E,HOPKINSVILLE,1/30/2013,146,36.85,-87.4077,36.85,-87.3353,A couple of barns and other farm structures were levelled or heavily damaged. A silo and three greenhouses were blown down. Windows were blown out of a building. Dozens of trees were uprooted. The damage swath averaged 300 yards wide.,"A line of thunderstorms intensified as it moved east from Missouri. The storms increased as they moved into slightly more unstable air associated with a strengthening low level jet. The storms were aided by the approach of a strong upper level trough. Despite weak instability, winds of 90 knots in the lowest 3 kilometers coupled with extreme shear values resulted in damaging winds and isolated tornadoes with the strongest storms. Ahead of the thunderstorms, strong southerly gradient winds gusted up to 45 mph, mainly along and southeast of a line from Owensboro to Murray.",14
427870,TODD CO.,ALLEGRE,1/30/2013,152,Thunderstorm Wind,96, ,0,0,300000,0,KY,CST-6,EG,70738,C,219,PAH,0,0,NWS Storm Survey, , , ,3,NW,0,NW,TYEWHOPPETY,1/30/2013,205,36.9607,-87.2584,37.03,-87.13,"The path of damage averaged about one-third mile wide. The downburst damage exited the northeast corner of Todd County into Muhlenberg County near Lake Malone State Park. A few thousand trees were uprooted by winds estimated near 110 mph. Numerous barns and other sheds were levelled or heavily damaged. Several homes and other buildings had roofs, including decking, partially removed. A couple of homes received damage to walls of attached garages. Many other homes received minor damage, including loss of shingles and siding.","A line of thunderstorms intensified as it moved east from Missouri. The storms increased as they moved into slightly more unstable air associated with a strengthening low level jet. The storms were aided by the approach of a strong upper level trough. Despite weak instability, winds of 90 knots in the lowest 3 kilometers coupled with extreme shear values resulted in damaging winds and isolated tornadoes with the strongest storms. Ahead of the thunderstorms, strong southerly gradient winds gusted up to 45 mph, mainly along and southeast of a line from Owensboro to Murray.",15
427871,MUHLENBERG CO.,ROSEWOOD,1/30/2013,205,Thunderstorm Wind,96, ,0,0,50000,0,KY,CST-6,EG,70738,C,177,PAH,0,0,NWS Storm Survey, , , ,2,E,1,NE,PENROD,1/30/2013,211,37.0774,-87.0512,37.1302,-86.9872,"The downburst damage path entered Muhlenberg County from the northeast corner of Todd County. The path of damage averaged about one-third mile wide. A few thousand trees were uprooted by winds estimated near 110 mph. Some barns and other sheds were levelled or heavily damaged. Several homes and other buildings had roofs, including decking, partially removed. A couple of homes received damage to walls of attached garages. Many other homes received minor damage, including loss of shingles and siding.","A line of thunderstorms intensified as it moved east from Missouri. The storms increased as they moved into slightly more unstable air associated with a strengthening low level jet. The storms were aided by the approach of a strong upper level trough. Despite weak instability, winds of 90 knots in the lowest 3 kilometers coupled with extreme shear values resulted in damaging winds and isolated tornadoes with the strongest storms. Ahead of the thunderstorms, strong southerly gradient winds gusted up to 45 mph, mainly along and southeast of a line from Owensboro to Murray.",16
422381,OHIO CO.,WYSOX,1/30/2013,218,Thunderstorm Wind,52, ,0,0,0,0,KY,CST-6,EG,70270,C,183,LMK,0,0,Emergency Manager, , , ,2,SE,2,SE,WYSOX,1/30/2013,218,37.25,-86.9,37.25,-86.9,Ohio County emergency management reported several trees downed near the small town of Wysox.,"During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",17
427974,TODD CO.,GUTHRIE,1/30/2013,225,Thunderstorm Wind,52, ,0,0,10000,0,KY,CST-6,EG,70738,C,219,PAH,0,0,Law Enforcement, , , ,0,N,3,ENE,HERMAN,1/30/2013,230,36.65,-87.17,36.7378,-87.1216,Numerous trees were down across the county.,"A line of thunderstorms intensified as it moved east from Missouri. The storms increased as they moved into slightly more unstable air associated with a strengthening low level jet. The storms were aided by the approach of a strong upper level trough. Despite weak instability, winds of 90 knots in the lowest 3 kilometers coupled with extreme shear values resulted in damaging winds and isolated tornadoes with the strongest storms. Ahead of the thunderstorms, strong southerly gradient winds gusted up to 45 mph, mainly along and southeast of a line from Owensboro to Murray.",18
422380,MEADE CO.,BATTLETOWN,1/30/2013,235,Thunderstorm Wind,52, ,0,0,0,0,KY,EST-5,EG,70270,C,163,LMK,0,0,Trained Spotter, , , ,0,N,0,N,BATTLETOWN,1/30/2013,235,38.07,-86.3,38.07,-86.3,A spotter reported that a line of storms downed several trees in the Battletown area.,"During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",19
422526,BRECKINRIDGE CO.,FALLS OF ROUGH,1/30/2013,242,Thunderstorm Wind,52, ,0,0,0,0,KY,CST-6,EG,70270,C,27,LMK,0,0,Emergency Manager, , , ,1,N,1,N,FALLS OF ROUGH,1/30/2013,242,37.6004,-86.5493,37.6004,-86.5493,The Breckinridge emergency manager reported several trees down near the town of Falls of Rough.,"During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",20
422523,GRAYSON CO.,CANEYVILLE,1/30/2013,244,Thunderstorm Wind,52, ,0,0,10000,0,KY,CST-6,EG,70270,C,85,LMK,0,0,Law Enforcement, , , ,0,N,0,N,CANEYVILLE,1/30/2013,244,37.42,-86.5,37.42,-86.5,Law enforcement reported that a small detached garage blew onto a road.,"During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",21
422382,ALLEN CO.,ALLEN SPGS,1/30/2013,337,Thunderstorm Wind,52, ,0,0,0,0,KY,CST-6,EG,70270,C,3,LMK,0,0,NWS Storm Survey, , , ,1,E,1,E,ALLEN SPGS,1/30/2013,337,36.83,-86.3,36.83,-86.3,A storm survey found that many trees were downed in this location. This spot was a portion of a 16 mile long swath of intermittent tree damage caused by estimated 50 to 70 mph winds.,"During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",22
421980,ALLEN CO.,HALIFAX,1/30/2013,337,Thunderstorm Wind,61, ,0,0,15000,0,KY,CST-6,EG,70270,C,3,LMK,0,0,Public, , , ,2,N,2,N,HALIFAX,1/30/2013,337,36.8633,-86.2243,36.8633,-86.2243,A barn along Ray Williams road two miles west of Settle was completely destroyed.,"During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",23
422387,ALLEN CO.,SETTLE,1/30/2013,338,Thunderstorm Wind,61, ,0,0,15000,0,KY,CST-6,EG,70270,C,3,LMK,0,0,Public, , , ,2,SW,2,SW,SETTLE,1/30/2013,338,36.86,-86.21,36.86,-86.21,Three homes had roof damage near Settle.  Fifteen trees were also downed.,"During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",24
422398,ALLEN CO.,OAK FOREST,1/30/2013,340,Thunderstorm Wind,52, ,0,0,5000,0,KY,CST-6,EG,70270,C,3,LMK,0,0,County Official, , , ,2,ENE,2,ENE,OAK FOREST,1/30/2013,340,36.73,-86.07,36.73,-86.07,An Allen County official reported that several barns had roof damage along Pitchford Ridge Road.,"During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",25
421976,ALLEN CO.,ADOLPHUS,1/30/2013,340,Thunderstorm Wind,52, ,0,0,5000,0,KY,CST-6,EG,70270,C,3,LMK,0,0,Public, , , ,0,N,0,N,ADOLPHUS,1/30/2013,340,36.65,-86.25,36.65,-86.25,Estimated 60 mph winds near Adolphus tore a portion of a barn's roof off.,"During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",26
422383,BARREN CO.,FINNEY,1/30/2013,343,Thunderstorm Wind,52, ,0,0,20000,0,KY,CST-6,EG,70270,C,9,LMK,0,0,NWS Storm Survey, , , ,2,SSW,2,SSW,FINNEY,1/30/2013,343,36.8929,-86.1111,36.8929,-86.1111,"One hundred feet of metal roofing was ripped off a large boat shelter at a marina on Barren River Lake.  Roof and dock damage to the marina office was also sustained, along with uprooted trees in the vicinity.","During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",27
422397,BARREN CO.,ETOILE,1/30/2013,345,Thunderstorm Wind,54, ,0,0,0,0,KY,CST-6,MG,70270,C,9,LMK,0,0,COOP Observer, , , ,1,W,1,W,ETOILE,1/30/2013,345,36.83,-85.9,36.83,-85.9,A COOP observer measured a 54 knot wind gust.,"During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",28
422384,BARREN CO.,PARK CITY,1/30/2013,346,Thunderstorm Wind,52, ,0,0,0,0,KY,CST-6,EG,70270,C,9,LMK,0,0,NWS Storm Survey, , , ,1,S,1,S,PARK CITY,1/30/2013,346,37.09,-86.05,37.09,-86.05,"A storm survey found several downed trees near Park City, in western Barren County. This damage was within a larger swath of damage caused by estimated 50 to 70 mph winds.","During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",29
422399,BARREN CO.,HAYWOOD,1/30/2013,351,Thunderstorm Wind,60, ,0,0,20000,0,KY,CST-6,EG,70270,C,9,LMK,0,0,Emergency Manager, , , ,1,NNE,1,NNE,HAYWOOD,1/30/2013,351,36.97,-85.96,36.97,-85.96,"The Barren County emergency manager reported that a barn was blown over. Another nearby barn had roof damage. Nearby, several trees were downed along State Highway 25 southwest of Glasgow.","During the evening hours on the 29th of January, low pressure across the southern plains began to intensify and move towards the western Great Lakes. A squall line developed during the evening hours and strengthened after midnight as it moved into western Kentucky and southern Illinois. This line, fueled by unseasonably mild temperatures near 70 degrees, dewpoints around 60, and an intense low level jet of 80kt at 850mb, spawned one of the largest January tornadic outbreaks on record across the Lower Ohio Valley. This line entered west central Kentucky around 2 am January 30th, exiting the Bluegrass and Lake Cumberland Regions during the pre-dawn hours. Several circulations along the squall line produced tornadoes. In addition, strong synoptic southerly winds right ahead and along this line produced localized wind damage.",30
